Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT334566,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00345/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334567,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00346/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334568,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29893,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00347/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334569,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00348/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334570,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29886,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00349/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334571,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29803,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00350/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334572,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00352/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334573,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29848,GenBank,partial,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00361/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT324062,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Allam,M., Ismail,A., Khumalo,Z.T.H., Kwenda,S., van Heusden,P., Cloete,R., Wibmer,C.K., Mohale,T., Subramoney,K., Mtshali,P.S., Mnyameni,F., Walaza,S., Ngubane,W., Govender,N., Motaze,N.V., Bhiman,J.N.",,South Africa: KwaZulu-Natal,Homo sapiens,,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/R03006/2020, complete genome"
MT324679,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,491,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Ferjeni,A., Arab Ennigrou,D., Boutiba,I.",,Tunisia,Homo sapiens,oronasopharynx,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_6401/2020 surface glycoprotein (S) gene, partial cds"
MT324680,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,491,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Ferjeni,A., Arab Ennigrou,D., Boutiba,I.",,Tunisia,Homo sapiens,oronasopharynx,2020-04-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_7643/2020 surface glycoprotein (S) gene, partial cds"
MT324681,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,344,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Ferjeni,A., Arab Ennigrou,D., Boutiba,I.",,Tunisia,Homo sapiens,oronasopharynx,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_6401/2020 ORF1ab polyprotein and ORF1 polyprotein (ORF1ab) gene, partial cds"
MT324682,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,344,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Ferjeni,A., Arab Ennigrou,D., Boutiba,I.",,Tunisia,Homo sapiens,oronasopharynx,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_7266/2020 ORF1ab polyprotein and ORF1 polyprotein (ORF1ab) gene, partial cds"
MT324683,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,344,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Ferjeni,A., Arab Ennigrou,D., Boutiba,I.",,Tunisia,Homo sapiens,oronasopharynx,2020-04-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_7643/2020 ORF1ab polyprotein and ORF1 polyprotein (ORF1ab) gene, partial cds"
MT324684,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29889,GenBank,complete,,,"Shankar,S.N., Wu,C.-Y., Clugston,J.R., Elbadry,M.A., Morris,J.G. Jr., Lednicky,J.A.",,USA,,,2020-03-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/ENV/USA/UF-3/2020, complete genome"
MT325561,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: AZ,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_8132/2020, complete genome"
MT325562,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: AZ,Homo sapiens,feces,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_8135/2020, complete genome"
MT325563,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: DC,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC_0004/2020, complete genome"
MT325564,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_1177/2020, complete genome"
MT325565,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,"lung, oronasopharynx",2020-03-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_7169/2020, complete genome"
MT325566,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,"lung, oronasopharynx",2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_9590/2020, complete genome"
MT325567,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_9655/2020, complete genome"
MT325568,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_9656/2020, complete genome"
MT325569,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1621/2020, complete genome"
MT325570,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1847/2020, complete genome"
MT325571,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2055/2020, complete genome"
MT325572,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2118/2020, complete genome"
MT325573,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2120/2020, complete genome"
MT325574,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2185/2020, complete genome"
MT325575,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2343/2020, complete genome"
MT325576,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IA,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA_6394/2020, complete genome"
MT325577,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IL,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_0087/2020, complete genome"
MT325578,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IL,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_0089/2020, complete genome"
MT325579,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: IN,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IN_2001/2020, complete genome"
MT325580,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: KS,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/KS_4126/2020, complete genome"
MT325581,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: LA,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA_0842/2020, complete genome"
MT325582,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_0020/2020, complete genome"
MT325583,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3672/2020, complete genome"
MT325584,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3699/2020, complete genome"
MT325585,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_3878/2020, complete genome"
MT325586,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MA,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_4811/2020, complete genome"
MT325587,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MD,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD_0026/2020, complete genome"
MT325588,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: MO,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MO_4470/2020, complete genome"
MT325589,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NC,Homo sapiens,,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_0024/2020, complete genome"
MT325590,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NC,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_0031/2020, complete genome"
MT325591,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NC,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC_6999/2020, complete genome"
MT325592,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NE,Homo sapiens,oronasopharynx,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NE_6605/2020, complete genome"
MT325593,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NE,Homo sapiens,oronasopharynx,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NE_7025/2020, complete genome"
MT325594,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NH,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0029/2020, complete genome"
MT325595,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NH,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0033/2020, complete genome"
MT325596,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NJ,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ_3592/2020, complete genome"
MT325597,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Queen,K., Paden,C.R., Marine,R., Uehara,A., Tao,Y., Zhang,J., Wang,H., Keckler,M.S., Laufer Halpin,A.S., Elkins,C.A., Tong,S.",,USA: NV,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NV_0052/2020, complete genome"
